"time","hydraulics.tlm.x [m]","hydraulics.tlm.v [m/s]","hydraulics.tlm.F [N]","mechanics.x","mechanics.tlm.x [m]","mechanics.tlm.v [m/s]","mechanics.tlm.F [N]","controller.u"
1.608,0.548424,1.05221,10833.4,0.553331,0.552303,1.05234,-10028.5,-6.16267e-06
1.61,0.550433,0.957004,10814.8,0.555244,0.554311,0.956337,-10036.1,-1.67402e-05
1.612,0.552255,0.865124,10785.9,0.556972,0.556131,0.863703,-10035.6,-2.6353e-05
1.614,0.553896,0.776769,10747.3,0.558522,0.557769,0.774645,-10027.2,-3.50349e-05
1.616,0.555364,0.692115,10700,0.559901,0.559232,0.689342,-10011.5,-4.28218e-05
1.618,0.556667,0.611305,10644.9,0.561117,0.560529,0.607945,-9989,-4.97516e-05
1.62,0.557812,0.534457,10582.9,0.562179,0.561667,0.530574,-9960.22,-5.58633e-05
1.622,0.558807,0.461658,10515,0.563094,0.562654,0.457319,-9925.8,-6.11975e-05
1.624,0.559661,0.392968,10441.9,0.56387,0.563499,0.388241,-9886.47,-6.57955e-05
1.626,0.560382,0.328421,10364.6,0.564518,0.56421,0.32337,-9842.96,-6.96993e-05
1.628,0.560978,0.268021,10283.9,0.565043,0.564795,0.26271,-9796.03,-7.29511e-05
1.63,0.561457,0.211749,10200.5,0.565456,0.565263,0.206236,-9746.38,-7.55933e-05
1.632,0.561828,0.15956,10115.1,0.565765,0.565623,0.153901,-9694.68,-7.7668e-05
1.634,0.562098,0.111386,10028.6,0.565976,0.565882,0.105632,-9641.47,-7.92166e-05
1.636,0.562275,0.0664727,9948.44,0.566099,0.566048,0.0613282,-9593.98,-8.02801e-05
1.638,0.56237,0.0294212,9833.59,0.566141,0.56613,0.0206214,-9529.83,-8.0898e-05
1.64,0.562396,-0.00245327,9669.67,0.566111,0.566134,-0.0152956,-9403.08,-8.11075e-05
1.642,0.562361,-0.0323007,9495.47,0.566022,0.566073,-0.0445973,-9266.88,-8.09569e-05
1.644,0.562271,-0.0568545,9335.23,0.565887,0.56596,-0.0676872,-9156.2,-8.05116e-05
1.646,0.562138,-0.0748446,9182.57,0.565717,0.565806,-0.0856021,-9047.52,-7.98337e-05
1.648,0.561974,-0.0890543,9044.62,0.56552,0.565621,-0.0985309,-8941.17,-7.89758e-05
1.65,0.561784,-0.100432,8939.07,0.565306,0.565415,-0.107046,-8864.13,-7.79877e-05
1.652,0.561575,-0.108178,8866.38,0.565081,0.565195,-0.112528,-8816.88,-7.69133e-05
1.654,0.561353,-0.113266,8818.61,0.564849,0.564966,-0.116087,-8784.99,-7.57833e-05
1.656,0.561122,-0.117352,8795.19,0.564613,0.564731,-0.118374,-8769.89,-7.46173e-05
1.658,0.560884,-0.120718,8794.47,0.564372,0.564493,-0.120145,-8774.63,-7.34279e-05
1.66,0.56064,-0.123377,8807.38,0.564128,0.564251,-0.122114,-8789.45,-7.22204e-05
1.662,0.560391,-0.126007,8825.78,0.563879,0.564004,-0.124567,-8805.59,-7.09928e-05
1.664,0.560136,-0.128999,8845.69,0.563624,0.563752,-0.127529,-8822.04,-6.97407e-05
1.666,0.559875,-0.132106,8862.47,0.563362,0.563494,-0.130989,-8836.22,-6.84587e-05
1.668,0.559607,-0.135172,8870.93,0.563092,0.563228,-0.13479,-8842.87,-6.71421e-05
1.67,0.559334,-0.13821,8868.93,0.562815,0.562954,-0.138604,-8840.54,-6.57874e-05
1.672,0.559055,-0.140999,8856.72,0.562531,0.562674,-0.142092,-8830.77,-6.43946e-05
1.674,0.55877,-0.143205,8834.76,0.562241,0.562386,-0.144975,-8814.03,-6.29669e-05
1.676,0.558482,-0.144667,8804.43,0.561947,0.562094,-0.146996,-8790.9,-6.15104e-05
1.678,0.558192,-0.145304,8768.63,0.561651,0.561799,-0.14795,-8763.8,-6.00336e-05
1.68,0.557902,-0.145001,8730.56,0.561356,0.561503,-0.147745,-8735.34,-5.85473e-05
1.682,0.557613,-0.143713,8692.94,0.561063,0.561209,-0.146388,-8707.14,-5.7063e-05
1.684,0.557328,-0.141522,8658.27,0.560775,0.560918,-0.143954,-8680.78,-5.55923e-05
1.686,0.557047,-0.138541,8628.69,0.560494,0.560634,-0.140581,-8657.98,-5.41459e-05
1.688,0.556774,-0.13489,8605.45,0.560221,0.560357,-0.136467,-8639.72,-5.27334e-05
1.69,0.556508,-0.130733,8588.91,0.559958,0.560088,-0.13183,-8626.27,-5.13621e-05
1.692,0.556251,-0.126251,8578.86,0.559704,0.55983,-0.126885,-8617.65,-5.00374e-05
1.694,0.556003,-0.121604,8574.57,0.55946,0.559581,-0.12183,-8613.54,-4.87623e-05
1.696,0.555765,-0.116924,8574.85,0.559227,0.559342,-0.116836,-8613.16,-4.75379e-05
1.698,0.555536,-0.112328,8578.32,0.559003,0.559113,-0.11203,-8615.43,-4.63636e-05
1.7,0.555315,-0.1079,8583.63,0.558787,0.558894,-0.107493,-8619.29,-4.52376e-05
1.702,0.555104,-0.103682,8589.55,0.558581,0.558683,-0.10326,-8623.67,-4.41572e-05
1.704,0.5549,-0.0996891,8595.03,0.558382,0.558481,-0.0993307,-8627.59,-4.31193e-05
1.706,0.554705,-0.0959108,8599.28,0.558191,0.558286,-0.0956694,-8630.31,-4.21208e-05
1.708,0.554517,-0.0923162,8601.82,0.558006,0.558098,-0.0922197,-8631.39,-4.11592e-05
1.71,0.554336,-0.088859,8602.43,0.557829,0.557917,-0.0889145,-8630.69,-4.02323e-05
1.712,0.554161,-0.0854899,8601.09,0.557657,0.557742,-0.0856851,-8628.32,-3.93387e-05
1.714,0.553994,-0.0821626,8598.04,0.557492,0.557574,-0.0824694,-8624.6,-3.84775e-05
1.716,0.553833,-0.0788374,8593.67,0.557334,0.557412,-0.0792189,-8620.02,-3.76488e-05
1.718,0.553678,-0.0754867,8588.47,0.557182,0.557257,-0.0759031,-8615.06,-3.68526e-05
1.72,0.553531,-0.0720979,8583.02,0.557037,0.557109,-0.0725097,-8610.2,-3.60899e-05
1.722,0.55339,-0.0686731,8577.87,0.556899,0.556967,-0.0690447,-8605.82,-3.53612e-05
1.724,0.553256,-0.0652266,8573.54,0.556768,0.556833,-0.0655297,-8602.21,-3.46674e-05
1.726,0.553129,-0.0617823,8570.41,0.556644,0.556705,-0.0619978,-8599.51,-3.40088e-05
1.728,0.553009,-0.0583709,8568.71,0.556527,0.556585,-0.0584886,-8597.77,-3.33857e-05
1.73,0.552895,-0.0550246,8568.51,0.556417,0.556471,-0.0550438,-8596.99,-3.27978e-05
1.732,0.552789,-0.0517739,8569.69,0.556313,0.556364,-0.0517029,-8597.06,-3.22446e-05
1.734,0.552688,-0.0486453,8572.01,0.556216,0.556264,-0.0484993,-8597.88,-3.17249e-05
1.736,0.552594,-0.0456588,8575.14,0.556125,0.55617,-0.0454581,-8599.28,-3.12374e-05
1.738,0.552505,-0.0428273,8578.69,0.55604,0.556082,-0.042595,-8601.11,-3.07804e-05
1.74,0.552423,-0.0401567,8582.33,0.55596,0.556,-0.0399157,-8603.19,-3.03523e-05
1.742,0.552345,-0.0376464,8585.77,0.555886,0.555922,-0.037417,-8605.31,-2.99511e-05
1.744,0.552272,-0.0352902,8588.8,0.555815,0.55585,-0.0350883,-8607.31,-2.9575e-05
1.746,0.552204,-0.033078,8591.34,0.55575,0.555782,-0.0329138,-8609.02,-2.92223e-05
1.748,0.552139,-0.0309969,8593.35,0.555688,0.555718,-0.0308743,-8610.34,-2.88914e-05
1.75,0.552079,-0.0290326,8594.89,0.55563,0.555658,-0.0289499,-8611.19,-2.85811e-05
1.752,0.552023,-0.0271705,8596.04,0.555576,0.555602,-0.0271213,-8611.59,-2.82901e-05
1.754,0.551971,-0.025397,8596.88,0.555525,0.55555,-0.0253721,-8611.62,-2.80174e-05
1.756,0.551922,-0.0237001,8597.5,0.555477,0.555501,-0.0236892,-8611.4,-2.77624e-05
1.758,0.551876,-0.0220708,8598,0.555433,0.555455,-0.0220639,-8611.07,-2.75243e-05
1.76,0.551833,-0.0205029,8598.45,0.555392,0.555412,-0.0204914,-8610.79,-2.73025e-05
1.762,0.551794,-0.0189935,8598.91,0.555354,0.555373,-0.0189713,-8610.68,-2.70966e-05
1.764,0.551757,-0.0175428,8599.46,0.555319,0.555337,-0.0175059,-8610.81,-2.69059e-05
1.766,0.551724,-0.0161533,8600.16,0.555287,0.555303,-0.0161001,-8611.2,-2.673e-05
1.768,0.551693,-0.014829,8601.07,0.555258,0.555272,-0.0147596,-8611.84,-2.65681e-05
1.77,0.551664,-0.0135745,8602.22,0.555231,0.555244,-0.0134904,-8612.67,-2.64198e-05
1.772,0.551638,-0.012394,8603.62,0.555206,0.555218,-0.0122976,-8613.62,-2.62841e-05
1.774,0.551615,-0.0112902,8605.23,0.555184,0.555195,-0.0111846,-8614.62,-2.61605e-05
1.776,0.551593,-0.010264,8607,0.555163,0.555173,-0.0101529,-8615.62,-2.60481e-05
1.778,0.551573,-0.00931443,8608.82,0.555145,0.555154,-0.00920172,-8616.59,-2.5946e-05
1.78,0.551556,-0.00843836,8610.61,0.555128,0.555136,-0.00832817,-8617.51,-2.58534e-05
1.782,0.55154,-0.00763142,8612.26,0.555113,0.555121,-0.00752762,-8618.38,-2.57697e-05
1.784,0.551525,-0.00688823,8613.71,0.5551,0.555106,-0.00679415,-8619.22,-2.5694e-05
1.786,0.551512,-0.00620311,8614.93,0.555087,0.555093,-0.00612111,-8620,-2.56257e-05
1.788,0.5515,-0.00557049,8615.92,0.555076,0.555082,-0.00550166,-8620.72,-2.55642e-05
1.79,0.55149,-0.00498523,8616.72,0.555067,0.555071,-0.00492924,-8621.35,-2.55089e-05
1.792,0.55148,-0.00444279,8617.37,0.555058,0.555062,-0.00439795,-8621.88,-2.54593e-05
1.794,0.551472,-0.00393921,8617.95,0.55505,0.555054,-0.0039028,-8622.3,-2.54151e-05
1.796,0.551465,-0.00347108,8618.51,0.555043,0.555046,-0.00343981,-8622.62,-2.53759e-05
1.798,0.551458,-0.00303547,8619.07,0.555037,0.55504,-0.00300606,-8622.85,-2.53413e-05
1.8,0.551452,-0.00262987,8619.65,0.555032,0.555034,-0.00259958,-8623.03,-2.53111e-05
1.802,0.551448,-0.00225225,8620.24,0.555027,0.55503,-0.00221926,-8623.22,-2.52849e-05
1.804,0.551443,-0.00190104,8620.84,0.555024,0.555025,-0.0018646,-8623.44,-2.52626e-05
1.806,0.55144,-0.00157523,8621.43,0.555021,0.555022,-0.00153556,-8623.74,-2.52439e-05
1.808,0.551437,-0.00127426,8621.99,0.555018,0.555019,-0.00123232,-8624.12,-2.52284e-05
1.81,0.551435,-0.000997978,8622.54,0.555016,0.555017,-0.000955078,-8624.57,-2.5216e-05
1.812,0.551433,-0.000746404,8623.07,0.555015,0.555015,-0.000703849,-8625.05,-2.52064e-05
1.814,0.551432,-0.000519505,8623.61,0.555014,0.555014,-0.000478336,-8625.55,-2.51993e-05
1.816,0.551431,-0.000316948,8624.16,0.555013,0.555014,-0.00027782,-8626.01,-2.51945e-05
1.818,0.55143,-0.000137919,8624.73,0.555013,0.555013,-0.000101128,-8626.41,-2.51917e-05
1.82,0.55143,1.89601e-05,8625.3,0.555013,0.555013,5.3346e-05,-8626.75,-2.51907e-05
1.822,0.551431,0.000155585,8625.85,0.555014,0.555013,0.000187556,-8627.02,-2.51912e-05
1.824,0.551431,0.000274208,8626.37,0.555014,0.555014,0.000303678,-8627.24,-2.51931e-05
1.826,0.551432,0.000377211,8626.81,0.555015,0.555015,0.000403965,-8627.44,-2.51961e-05
1.828,0.551432,0.000466855,8627.18,0.555016,0.555015,0.000490595,-8627.63,-2.52002e-05
1.83,0.551434,0.00054508,8627.45,0.555017,0.555016,0.000565548,-8627.83,-2.52051e-05
1.832,0.551435,0.000613389,8627.65,0.555018,0.555018,0.000630517,-8628.03,-2.52108e-05
1.834,0.551436,0.000672837,8627.8,0.55502,0.555019,0.000686864,-8628.23,-2.52171e-05
1.836,0.551437,0.000724116,8627.92,0.555021,0.55502,0.000735625,-8628.42,-2.5224e-05
1.838,0.551439,0.00076769,8628.05,0.555023,0.555022,0.000777542,-8628.57,-2.52314e-05
1.84,0.55144,0.000803947,8628.2,0.555024,0.555024,0.000813131,-8628.69,-2.52392e-05
1.842,0.551442,0.000833316,8628.38,0.555026,0.555025,0.000842742,-8628.78,-2.52474e-05
1.844,0.551444,0.000856317,8628.58,0.555028,0.555027,0.000866625,-8628.84,-2.52558e-05
1.846,0.551445,0.000873548,8628.8,0.55503,0.555029,0.000884984,-8628.9,-2.52645e-05
1.848,0.551447,0.000885623,8629.01,0.555031,0.55503,0.000898008,-8628.96,-2.52734e-05
1.85,0.551449,0.000893086,8629.19,0.555033,0.555032,0.000905897,-8629.06,-2.52825e-05
1.852,0.551451,0.000896349,8629.34,0.555035,0.555034,0.00090888,-8629.18,-2.52916e-05
1.854,0.551453,0.000895662,8629.45,0.555037,0.555036,0.000907219,-8629.32,-2.53007e-05
1.856,0.551454,0.000891152,8629.55,0.555039,0.555038,0.000901228,-8629.47,-2.53098e-05
1.858,0.551456,0.000882891,8629.63,0.55504,0.555039,0.000891272,-8629.62,-2.53189e-05
1.86,0.551458,0.000870997,8629.71,0.555042,0.555041,0.000877778,-8629.74,-2.53278e-05
1.862,0.55146,0.000855716,8629.8,0.555044,0.555043,0.000861229,-8629.82,-2.53367e-05
1.864,0.551461,0.000837468,8629.9,0.555046,0.555045,0.000842153,-8629.87,-2.53453e-05
1.866,0.551463,0.000816837,8630.01,0.555047,0.555046,0.000821097,-8629.89,-2.53538e-05
1.868,0.551465,0.000794511,8630.11,0.555049,0.555048,0.000798595,-8629.89,-2.5362e-05
1.87,0.551466,0.000771179,8630.19,0.55505,0.55505,0.000775138,-8629.89,-2.537e-05
1.872,0.551468,0.000747433,8630.24,0.555052,0.555051,0.000751136,-8629.9,-2.53778e-05
1.874,0.551469,0.000723681,8630.27,0.555053,0.555053,0.000726899,-8629.93,-2.53854e-05
1.876,0.551471,0.000700114,8630.26,0.555055,0.555054,0.000702633,-8629.98,-2.53927e-05
1.878,0.551472,0.000676729,8630.25,0.555056,0.555055,0.000678445,-8630.03,-2.53998e-05
1.88,0.551473,0.000653385,8630.23,0.555057,0.555057,0.000654365,-8630.09,-2.54066e-05
1.882,0.551475,0.000629901,8630.22,0.555059,0.555058,0.00063038,-8630.13,-2.54131e-05
1.884,0.551476,0.000606143,8630.23,0.55506,0.555059,0.000606459,-8630.16,-2.54195e-05
1.886,0.551477,0.000582083,8630.25,0.555061,0.55506,0.000582585,-8630.16,-2.54256e-05
1.888,0.551478,0.000557824,8630.3,0.555062,0.555062,0.000558765,-8630.15,-2.54314e-05
1.89,0.551479,0.000533572,8630.35,0.555063,0.555063,0.000535038,-8630.14,-2.5437e-05
1.892,0.55148,0.000509581,8630.39,0.555064,0.555064,0.000511468,-8630.12,-2.54424e-05
1.894,0.551481,0.000486084,8630.42,0.555065,0.555065,0.000488131,-8630.12,-2.54476e-05
1.896,0.551482,0.000463238,8630.43,0.555066,0.555066,0.000465107,-8630.14,-2.54525e-05
1.898,0.551483,0.000441088,8630.42,0.555067,0.555067,0.000442464,-8630.17,-2.54571e-05
1.9,0.551484,0.000419579,8630.4,0.555068,0.555067,0.000420262,-8630.21,-2.54616e-05
1.902,0.551485,0.000398594,8630.37,0.555069,0.555068,0.000398549,-8630.24,-2.54658e-05
1.904,0.551486,0.000378009,8630.35,0.555069,0.555069,0.000377369,-8630.26,-2.54698e-05
1.906,0.551486,0.00035775,8630.34,0.55507,0.55507,0.000356769,-8630.27,-2.54736e-05
1.908,0.551487,0.000337828,8630.34,0.555071,0.55507,0.000336803,-8630.26,-2.54772e-05
1.91,0.551488,0.000318347,8630.36,0.555071,0.555071,0.000317529,-8630.24,-2.54806e-05
1.912,0.551488,0.000299479,8630.37,0.555072,0.555072,0.000299006,-8630.21,-2.54838e-05
1.914,0.551489,0.000281411,8630.39,0.555073,0.555072,0.000281282,-8630.19,-2.54868e-05
1.916,0.551489,0.0002643,8630.39,0.555073,0.555073,0.000264386,-8630.17,-2.54896e-05
1.918,0.55149,0.000248219,8630.38,0.555074,0.555073,0.000248321,-8630.17,-2.54923e-05
1.92,0.55149,0.000233145,8630.35,0.555074,0.555074,0.000233063,-8630.17,-2.54948e-05
1.922,0.551491,0.000218961,8630.32,0.555074,0.555074,0.000218561,-8630.19,-2.54971e-05
1.924,0.551491,0.000205494,8630.29,0.555075,0.555075,0.00020475,-8630.21,-2.54993e-05
1.926,0.551492,0.000192565,8630.27,0.555075,0.555075,0.000191565,-8630.22,-2.55014e-05
1.928,0.551492,0.000180037,8630.25,0.555076,0.555075,0.000178948,-8630.22,-2.55033e-05
1.93,0.551492,0.000167847,8630.25,0.555076,0.555076,0.00016686,-8630.22,-2.55051e-05
1.932,0.551493,0.000156014,8630.26,0.555076,0.555076,0.000155285,-8630.2,-2.55068e-05
1.934,0.551493,0.000144625,8630.27,0.555077,0.555076,0.000144224,-8630.17,-2.55083e-05
1.936,0.551493,0.0001338,8630.28,0.555077,0.555077,0.000133691,-8630.15,-2.55098e-05
1.938,0.551494,0.000123643,8630.28,0.555077,0.555077,0.0001237,-8630.14,-2.55111e-05
1.94,0.551494,0.000114212,8630.28,0.555077,0.555077,0.00011426,-8630.14,-2.55124e-05
1.942,0.551494,0.000105496,8630.26,0.555078,0.555077,0.000105367,-8630.14,-2.55135e-05
1.944,0.551494,9.74185e-05,8630.23,0.555078,0.555078,9.70022e-05,-8630.15,-2.55146e-05
1.946,0.551494,8.98621e-05,8630.21,0.555078,0.555078,8.91381e-05,-8630.17,-2.55155e-05
1.948,0.551495,8.27004e-05,8630.19,0.555078,0.555078,8.17418e-05,-8630.17,-2.55164e-05
1.95,0.551495,7.58352e-05,8630.17,0.555078,0.555078,7.4783e-05,-8630.17,-2.55173e-05
1.952,0.551495,6.92208e-05,8630.17,0.555078,0.555078,6.8239e-05,-8630.16,-2.5518e-05
1.954,0.551495,6.28708e-05,8630.17,0.555078,0.555078,6.20963e-05,-8630.15,-2.55187e-05
1.956,0.551495,5.68458e-05,8630.18,0.555079,0.555079,5.63495e-05,-8630.13,-2.55193e-05
1.958,0.551495,5.12273e-05,8630.18,0.555079,0.555079,5.09963e-05,-8630.11,-2.55199e-05
1.96,0.551495,4.60854e-05,8630.19,0.555079,0.555079,4.60324e-05,-8630.1,-2.55204e-05
1.962,0.551495,4.14519e-05,8630.18,0.555079,0.555079,4.14459e-05,-8630.09,-2.55209e-05
1.964,0.551495,3.73059e-05,8630.17,0.555079,0.555079,3.7215e-05,-8630.1,-2.55213e-05
1.966,0.551496,3.3577e-05,8630.15,0.555079,0.555079,3.33091e-05,-8630.11,-2.55217e-05
1.968,0.551496,3.0163e-05,8630.13,0.555079,0.555079,2.96919e-05,-8630.12,-2.5522e-05
1.97,0.551496,2.69576e-05,8630.11,0.555079,0.555079,2.63274e-05,-8630.12,-2.55223e-05
1.972,0.551496,2.38781e-05,8630.1,0.555079,0.555079,2.31856e-05,-8630.12,-2.55226e-05
1.974,0.551496,2.08847e-05,8630.1,0.555079,0.555079,2.02462e-05,-8630.12,-2.55228e-05
1.976,0.551496,1.79863e-05,8630.11,0.555079,0.555079,1.75005e-05,-8630.11,-2.5523e-05
1.978,0.551496,1.52315e-05,8630.11,0.555079,0.555079,1.49488e-05,-8630.09,-2.55232e-05
1.98,0.551496,1.26876e-05,8630.12,0.555079,0.555079,1.25969e-05,-8630.08,-2.55233e-05
1.982,0.551496,1.04158e-05,8630.12,0.555079,0.555079,1.04501e-05,-8630.07,-2.55234e-05
1.984,0.551496,8.44915e-06,8630.12,0.555079,0.555079,8.50887e-06,-8630.07,-2.55235e-05
1.986,0.551496,6.78034e-06,8630.11,0.555079,0.555079,6.76569e-06,-8630.07,-2.55236e-05
1.988,0.551496,5.36313e-06,8630.1,0.555079,0.555079,5.20483e-06,-8630.08,-2.55237e-05
1.99,0.551496,4.12524e-06,8630.08,0.555079,0.555079,3.80474e-06,-8630.08,-2.55238e-05
1.992,0.551496,2.98905e-06,8630.07,0.555079,0.555079,2.54206e-06,-8630.09,-2.55238e-05
1.994,0.551496,1.8928e-06,8630.07,0.555079,0.555079,1.39599e-06,-8630.09,-2.55238e-05
1.996,0.551496,8.06098e-07,8630.07,0.555079,0.555079,3.51693e-07,-8630.09,-2.55238e-05
1.998,0.551496,-2.65018e-07,8630.07,0.555079,0.555079,-5.98282e-07,-8630.08,-2.55238e-05
