"time","SineAndStep.out2","SineAndStep.out1","Ramp.out","MultiplyAndAdd.out2","MultiplyAndAdd.out1","Gain.out"
0.865,2,-0.481754,2.9125,-0.734287,-0.734287,-1.13489
0.866,2,-0.435141,2.915,-0.675029,-0.675029,-1.22772
0.867,2,-0.388528,2.9175,-0.615771,-0.615771,-1.32055
0.868,2,-0.341915,2.92,-0.556513,-0.556513,-1.41338
0.869,2,-0.295303,2.9225,-0.497255,-0.497255,-1.50621
0.87,2,-0.24869,2.925,-0.437997,-0.437997,-1.59904
0.871,2,-0.198952,2.9275,-0.347435,-0.347435,-1.62197
0.872,2,-0.149214,2.93,-0.256873,-0.256873,-1.6449
0.873,2,-0.099476,2.9325,-0.166311,-0.166311,-1.66784
0.874,2,-0.049738,2.935,-0.0757487,-0.0757487,-1.69077
0.875,2,3.38126e-14,2.9375,0.0148134,0.0148134,-1.7137
0.876,2,0.049738,2.94,0.131229,0.131229,-1.66468
0.877,2,0.099476,2.9425,0.247645,0.247645,-1.61565
0.878,2,0.149214,2.945,0.364061,0.364061,-1.56663
0.879,2,0.198952,2.9475,0.480477,0.480477,-1.5176
0.88,2,0.24869,2.95,0.596892,0.596892,-1.46857
0.881,2,0.295303,2.9525,0.73203,0.73203,-1.35006
0.882,2,0.341915,2.955,0.867168,0.867168,-1.23154
0.883,2,0.388528,2.9575,1.00231,1.00231,-1.11303
0.884,2,0.435141,2.96,1.13744,1.13744,-0.99451
0.885,2,0.481754,2.9625,1.27258,1.27258,-0.875994
0.886,2,0.522312,2.965,1.41807,1.41807,-0.69487
0.887,2,0.562871,2.9675,1.56355,1.56355,-0.513746
0.888,2,0.60343,2.97,1.70903,1.70903,-0.332621
0.889,2,0.643988,2.9725,1.85452,1.85452,-0.151497
0.89,2,0.684547,2.975,2,2,0.0296268
0.891,2,0.716503,2.9775,2.14673,2.14673,0.262458
0.892,2,0.748459,2.98,2.29345,2.29345,0.49529
0.893,2,0.780416,2.9825,2.44018,2.44018,0.728122
0.894,2,0.812372,2.985,2.58691,2.58691,0.960953
0.895,2,0.844328,2.9875,2.73364,2.73364,1.19378
0.896,2,0.865674,2.99,2.87235,2.87235,1.46406
0.897,2,0.887019,2.9925,3.01106,3.01106,1.73434
0.898,2,0.908365,2.995,3.14977,3.14977,2.00461
0.899,2,0.929711,2.9975,3.28848,3.28848,2.27489
0.9,2,0.951057,3,3.4272,3.4272,2.54516
0.901,2,0.960451,3,3.54906,3.54906,2.83613
0.902,2,0.969845,3,3.67093,3.67093,3.1271
0.903,2,0.979239,3,3.79279,3.79279,3.41807
0.904,2,0.988633,3,3.91466,3.91466,3.70903
0.905,2,0.998027,3,4.03653,4.03653,4
0.906,2,0.994879,3,4.13371,4.13371,4.29345
0.907,2,0.991731,3,4.23089,4.23089,4.58691
0.908,2,0.988583,3,4.32807,4.32807,4.88036
0.909,2,0.985435,3,4.42525,4.42525,5.17382
0.91,2,0.982287,3,4.52243,4.52243,5.46727
0.911,2,0.966795,3,4.58858,4.58858,5.74469
0.912,2,0.951303,3,4.65473,4.65473,6.02212
0.913,2,0.935811,3,4.72087,4.72087,6.29954
0.914,2,0.920319,3,4.78702,4.78702,6.57697
0.915,2,0.904827,3,4.85317,4.85317,6.85439
0.916,2,0.877964,3,4.88135,4.88135,7.09812
0.917,2,0.851102,3,4.90953,4.90953,7.34186
0.918,2,0.824239,3,4.93772,4.93772,7.58559
0.919,2,0.797376,3,4.9659,4.9659,7.82932
0.92,2,0.770513,3,4.99408,4.99408,8.07306
0.921,2,0.733968,3,4.98464,4.98464,8.26742
0.922,2,0.697422,3,4.97519,4.97519,8.46178
0.923,2,0.660876,3,4.96575,4.96575,8.65614
0.924,2,0.624331,3,4.95631,4.95631,8.8505
0.925,2,0.587785,3,4.94686,4.94686,9.04486
0.926,2,0.543853,3,4.90039,4.90039,9.17716
0.927,2,0.499921,3,4.85391,4.85391,9.30945
0.928,2,0.455989,3,4.80743,4.80743,9.44175
0.929,2,0.412057,3,4.76096,4.76096,9.57404
0.93,2,0.368125,3,4.71448,4.71448,9.70634
0.931,2,0.319566,3,4.63389,4.63389,9.7627
0.932,2,0.271008,3,4.5533,4.5533,9.81907
0.933,2,0.22245,3,4.47272,4.47272,9.87543
0.934,2,0.173891,3,4.39213,4.39213,9.9318
0.935,2,0.125333,3,4.31154,4.31154,9.98816
0.936,2,0.0751999,3,4.2019,4.2019,9.96927
0.937,2,0.0250666,3,4.09227,4.09227,9.95039
0.938,2,-0.0250666,3,3.98263,3.98263,9.9315
0.939,2,-0.0751999,3,3.87299,3.87299,9.91261
0.94,2,-0.125333,3,3.76336,3.76336,9.89372
0.941,2,-0.173891,3,3.63156,3.63156,9.80077
0.942,2,-0.22245,3,3.49976,3.49976,9.70782
0.943,2,-0.271008,3,3.36797,3.36797,9.61487
0.944,2,-0.319566,3,3.23617,3.23617,9.52191
0.945,2,-0.368125,3,3.10437,3.10437,9.42896
0.946,2,-0.412057,3,2.9587,2.9587,9.26779
0.947,2,-0.455989,3,2.81302,2.81302,9.10661
0.948,2,-0.499921,3,2.66735,2.66735,8.94543
0.949,2,-0.543853,3,2.52167,2.52167,8.78426
0.95,2,-0.587785,3,2.376,2.376,8.62308
0.951,2,-0.624331,3,2.2256,2.2256,8.40381
0.952,2,-0.660876,3,2.0752,2.0752,8.18453
0.953,2,-0.697422,3,1.9248,1.9248,7.96526
0.954,2,-0.733968,3,1.7744,1.7744,7.74599
0.955,2,-0.770513,3,1.624,1.624,7.52671
0.956,2,-0.797376,3,1.47833,1.47833,7.26312
0.957,2,-0.824239,3,1.33265,1.33265,6.99953
0.958,2,-0.851102,3,1.18698,1.18698,6.73593
0.959,2,-0.877964,3,1.0413,1.0413,6.47234
0.96,2,-0.904827,3,0.895626,0.895626,6.20875
0.961,2,-0.920319,3,0.76383,0.76383,5.9174
0.962,2,-0.935811,3,0.632034,0.632034,5.62605
0.963,2,-0.951303,3,0.500237,0.500237,5.3347
0.964,2,-0.966795,3,0.368441,0.368441,5.04335
0.965,2,-0.982287,3,0.236644,0.236644,4.752
0.966,2,-0.985435,3,0.127007,0.127007,4.4512
0.967,2,-0.988583,3,0.0173707,0.0173707,4.1504
0.968,2,-0.991731,3,-0.0922661,-0.0922661,3.8496
0.969,2,-0.994879,3,-0.201903,-0.201903,3.5488
0.97,2,-0.998027,3,-0.31154,-0.31154,3.248
0.971,2,-0.988633,3,-0.392128,-0.392128,2.95665
0.972,2,-0.979239,3,-0.472716,-0.472716,2.6653
0.973,2,-0.969845,3,-0.553305,-0.553305,2.37395
0.974,2,-0.960451,3,-0.633893,-0.633893,2.0826
0.975,2,-0.951057,3,-0.714481,-0.714481,1.79125
0.976,2,-0.929711,3,-0.760957,-0.760957,1.52766
0.977,2,-0.908365,3,-0.807433,-0.807433,1.26407
0.978,2,-0.887019,3,-0.85391,-0.85391,1.00047
0.979,2,-0.865674,3,-0.900386,-0.900386,0.736881
0.98,2,-0.844328,3,-0.946862,-0.946862,0.473288
0.981,2,-0.812372,3,-0.956305,-0.956305,0.254015
0.982,2,-0.780416,3,-0.965749,-0.965749,0.0347413
0.983,2,-0.748459,3,-0.975193,-0.975193,-0.184532
0.984,2,-0.716503,3,-0.984636,-0.984636,-0.403806
0.985,2,-0.684547,3,-0.99408,-0.99408,-0.623079
0.986,2,-0.643988,3,-0.965898,-0.965898,-0.784256
0.987,2,-0.60343,3,-0.937716,-0.937716,-0.945433
0.988,2,-0.562871,3,-0.909534,-0.909534,-1.10661
0.989,2,-0.522312,3,-0.881352,-0.881352,-1.26779
0.99,2,-0.481754,3,-0.85317,-0.85317,-1.42896
